time           Conversion     Mn         Mw         D
801172         0.9739         38.3142     73.5857     1.920590.000646257     1044  
802137         0.97395        38.3877     73.6361     1.918220.000643788     1042  
802671         0.974          38.4615     73.6673     1.915350.000641324     1040  
803461         0.97405        38.5356     73.9019     1.917750.000638865     1038  
804094         0.9741         38.61      73.9691     1.91580.00063641     1036  
808637         0.97415        38.6847     73.9939     1.912740.00063396     1034  
808957         0.9742         38.7597     74.0023     1.909260.000631514     1032  
811354         0.97425        38.835     74.1553     1.90950.000629074     1030  
812770         0.9743         38.9105     74.3101     1.909770.000626638     1028  
815978         0.97435        38.9864     74.3121     1.906110.000624207     1026  
816502         0.9744         39.0625     74.3513     1.903390.00062178     1024  
816640         0.97445        39.1389     74.3951     1.900790.000619358     1022  
817842         0.9745         39.2157     74.4111     1.897480.000616941     1020  
823205         0.97455        39.2927     74.5071     1.896210.000614529     1018  
823593         0.9746         39.3701     74.6095     1.895080.000612122     1016  
823949         0.97465        39.4477     74.7489     1.894880.000609719     1014  
824417         0.9747         39.5257     74.8347     1.893320.000607321     1012  
824647         0.97475        39.604     74.8809     1.890740.000604927     1010  
824782         0.9748         39.6825     75.1146     1.892890.000602539     1008  
824992         0.97485        39.7614     75.1639     1.890370.000600155     1006  
830661         0.9749         39.8406     75.6653     1.89920.000597776     1004  
831217         0.97495        39.9202     75.7067     1.896450.000595401     1002  
834027         0.975          40         76.0885     1.902210.000593031     1000  
835728         0.97505        40.0802     76.1113     1.898980.000590666     998   
837186         0.9751         40.1606     76.1213     1.895420.000588306     996   
838753         0.97515        40.2414     76.2962     1.895960.00058595     994   
839809         0.9752         40.3226     76.551     1.898460.0005836      992   
840170         0.97525        40.404     76.7694     1.900040.000581253     990   
841640         0.9753         40.4858     76.771     1.896240.000578912     988   
842915         0.97535        40.568     77.6431     1.91390.000576575     986   
843881         0.9754         40.6504     77.6815     1.910960.000574243     984   
844276         0.97545        40.7332     77.7652     1.909140.000571916     982   
845333         0.9755         40.8163     77.8036     1.906190.000569594     980   
848107         0.97555        40.8998     77.8219     1.902750.000567276     978   
850138         0.9756         40.9836     78.3251     1.911130.000564963     976   
850458         0.97565        41.0678     78.6491     1.915110.000562654     974   
850576         0.9757         41.1523     78.6753     1.911810.000560351     972   
850971         0.97575        41.2371     78.6895     1.908220.000558052     970   
851309         0.9758         41.3223     78.7199     1.905020.000555758     968   
852467         0.97585        41.4079     78.7739     1.902390.000553468     966   
855454         0.9759         41.4938     78.8507     1.90030.000551184     964   
856223         0.97595        41.58      79.4807     1.911510.000548904     962   
858148         0.976          41.6667     79.5041     1.90810.000546629     960   
858620         0.97605        41.7537     79.5223     1.904560.000544358     958   
858722         0.9761         41.841     79.5439     1.90110.000542092     956   
862178         0.97615        41.9287     79.5453     1.897160.000539831     954   
864348         0.9762         42.0168     79.6109     1.894740.000537575     952   
865938         0.97625        42.1053     79.6473     1.891620.000535323     950   
866708         0.9763         42.1941     79.6651     1.888060.000533076     948   
866771         0.97635        42.2833     79.7806     1.886810.000530834     946   
869587         0.9764         42.3729     79.789     1.883020.000528597     944   
876402         0.97645        42.4628     79.8223     1.879820.000526364     942   
877107         0.9765         42.5532     80.029     1.880680.000524136     940   
877846         0.97655        42.6439     80.0566     1.877330.000521913     938   
880830         0.9766         42.735     80.0727     1.87370.000519694     936   
881010         0.97665        42.8266     80.0839     1.869960.00051748     934   
882711         0.9767         42.9185     80.1551     1.867610.000515271     932   
883036         0.97675        43.0108     80.5214     1.872120.000513067     930   
891609         0.9768         43.1034     80.5486     1.868730.000510867     928   
895499         0.97685        43.1965     80.5686     1.865160.000508672     926   
897526         0.9769         43.29      80.5911     1.861650.000506482     924   
897772         0.97695        43.3839     80.6391     1.858730.000504297     922   
898701         0.977          43.4783     80.7656     1.857610.000502116     920   
900745         0.97705        43.573     80.7976     1.85430.00049994     918   
902037         0.9771         43.6681     81.3592     1.863130.000497769     916   
906409         0.97715        43.7637     81.4024     1.860040.000495602     914   
906798         0.9772         43.8596     81.4684     1.857480.00049344     912   
907354         0.97725        43.956     81.4909     1.853920.000491283     910   
909379         0.9773         44.0529     81.5002     1.850050.000489131     908   
909399         0.97735        44.1501     81.525     1.846540.000486983     906   
913848         0.9774         44.2478     81.5848     1.843820.00048484     904   
916212         0.97745        44.3459     81.646     1.841120.000482702     902   
923086         0.9775         44.4444     82.5295     1.856910.000480568     900   
925928         0.97755        44.5434     82.6198     1.854810.00047844     898   
926350         0.9776         44.6429     82.8286     1.855360.000476316     896   
932431         0.97765        44.7427     82.8312     1.851280.000474196     894   
933098         0.9777         44.843     83.0392     1.851770.000472082     892   
937562         0.97775        44.9438     83.1992     1.851180.000469972     890   
942687         0.9778         45.045     83.2265     1.847630.000467867     888   
944362         0.97785        45.1467     83.3453     1.84610.000465766     886   
944578         0.9779         45.2489     83.3678     1.842430.000463671     884   
946047         0.97795        45.3515     83.3726     1.838370.00046158     882   
946214         0.978          45.4545     83.5246     1.837540.000459493     880   
954205         0.97805        45.5581     83.6928     1.837060.000457412     878   
955983         0.9781         45.6621     83.7208     1.833490.000455335     876   
959687         0.97815        45.7666     83.7538     1.830020.000453263     874   
962603         0.9782         45.8716     84.5923     1.844110.000451196     872   
965793         0.97825        45.977     85.0447     1.849720.000449133     870   
